,MessageID,MessageType,MessageTimeLeft,MessageTimeReceived,MessageDelay,MessageRoute,MessageTarget
0,93_1,Real,0.0247662083805642,0.37691272337537907,"[0.0247662083805642, 0.007063065520636878, 0.04768103267414371, 0.09740241680003432, 0]","[Client id: 93, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 87]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,2_1,Real,0.04681290446263894,0.4610542269287869,"[0.04681290446263894, 0.01069657481463753, 0.14264721821263868, 0.060897529438871764, 0]","[Client id: 2, ( id: 2, corrupt: False ), ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 48]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2,54_1,Real,0.17049973330800405,0.5822117872943238,"[0.17049973330800405, 0.00021301471911182692, 0.14276040216642003, 0.06873863710078776, 0]","[Client id: 54, ( id: 2, corrupt: False ), ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 70]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3,88_1,Real,0.04087326391166355,0.5898752523289541,"[0.04087326391166355, 0.10790365180975886, 0.08528892990036172, 0.15580940670716997, 0]","[Client id: 88, ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 81]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4,50_1,Real,0.009685407585011312,0.6148834734924048,"[0.009685407585011312, 0.06355630377205178, 0.26381973968865735, 0.07782202244668429, 0]","[Client id: 50, ( id: 1, corrupt: False ), ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 90]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5,21_1,Real,0.07727532986872601,0.631358357672299,"[0.07727532986872601, 0.11646985332489451, 0.20377938524673747, 0.03383378923194086, 0]","[Client id: 21, ( id: 3, corrupt: False ), ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 74]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,15_1,Real,0.14457204576593216,0.7550544910099861,"[0.14457204576593216, 0.01127838322466359, 0.05632793628484916, 0.34287612573454107, 0]","[Client id: 15, ( id: 2, corrupt: False ), ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 65]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7,8_1,Real,0.19493515252876947,0.7616661838851945,"[0.19493515252876947, 0.015434010553312791, 0.2613935364894348, 0.08990348431367737, 0]","[Client id: 8, ( id: 2, corrupt: False ), ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 92]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,78_1,Real,0.18998469877562793,0.7780063766581953,"[0.18998469877562793, 0.004420088480070339, 0.36330742689224615, 0.02029416251025078, 0]","[Client id: 78, ( id: 2, corrupt: False ), ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 69]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9,49_1,Real,0.10079618986203169,0.788344874814031,"[0.10079618986203169, 0.1257489754336556, 0.3595045770555116, 0.002295132462832084, 0]","[Client id: 49, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
10,9_1,Real,0.3847819851141334,0.7909168631774748,"[0.3847819851141334, 0.040510647069456174, 0.12396463720114807, 0.04165959379273706, 0]","[Client id: 9, ( id: 3, corrupt: False ), ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 56]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
11,62_1,Real,0.0020056596933263606,0.8323349771547282,"[0.0020056596933263606, 0.06444302972169669, 0.5197288310505002, 0.046157456689204956, 0]","[Client id: 62, ( id: 1, corrupt: False ), ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 69]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12,33_2,Real,0.13492763658960866,0.8854466315052109,"[0.07061583115305521, 0.17900175480855357, 0.14689300303857192, 0.22462423706847667, 0]","[Client id: 33, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 20]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
13,76_1,Real,0.16788429168945682,0.907476874780629,"[0.16788429168945682, 0.05666468344871316, 0.3573119645877341, 0.12561593505472485, 0]","[Client id: 76, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 44]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
14,4_1,Real,0.055658855233170657,0.9281313509858237,"[0.055658855233170657, 0.27384926852986685, 0.16051659929096168, 0.23810662793182436, 0]","[Client id: 4, ( id: 2, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 67]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
15,31_1,Real,0.055930026555931586,0.9844916041046097,"[0.055930026555931586, 0.28245075473622694, 0.343986874634968, 0.10212394817748305, 0]","[Client id: 31, ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 28]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16,7_1,Real,0.4573977286419201,0.9889177084973193,"[0.4573977286419201, 0.12257688922611437, 0.18646713501659562, 0.022475955612688968, 0]","[Client id: 7, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17,28_1,Real,0.4774944094248781,1.002763257028606,"[0.4774944094248781, 0.05016531514221872, 0.1655445247466599, 0.10955900771484924, 0]","[Client id: 28, ( id: 3, corrupt: False ), ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 76]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18,95_1,Real,0.08932522006708406,1.0336371063212004,"[0.08932522006708406, 0.2319910573274866, 0.38218454857169143, 0.13013628035493838, 0]","[Client id: 95, ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 34]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19,82_3,Real,0.2462101636339501,1.058735420614702,"[0.1293556991799842, 0.08211294180664991, 0.30637805301785936, 0.2240342621562426, 0]","[Client id: 82, ( id: 1, corrupt: False ), ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 54]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20,98_1,Real,0.3360459214815006,1.0685123320724474,"[0.3360459214815006, 0.36022790217302303, 0.022874656504535025, 0.14936385191338855, 0]","[Client id: 98, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 52]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
21,4_2,Real,0.1365619901583665,1.1018929129360029,"[0.08090313492519584, 0.27950968291697953, 0.18192886327036917, 0.3038923765902875, 0]","[Client id: 4, ( id: 1, corrupt: False ), ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 28]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22,97_1,Real,0.48156660588655353,1.1265125737840684,"[0.48156660588655353, 0.05290741133388514, 0.17878428517452838, 0.21325427138910116, 0]","[Client id: 97, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 17]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
23,83_1,Real,0.6755916110819901,1.1372936292516724,"[0.6755916110819901, 0.15991545576631028, 0.02461536232656653, 0.07717120007680549, 0]","[Client id: 83, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 55]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
24,35_1,Real,0.43460869281566833,1.1638435033049477,"[0.43460869281566833, 0.19201218865434072, 0.04354999689926477, 0.2936726249356737, 0]","[Client id: 35, ( id: 3, corrupt: False ), ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
25,16_1,Real,0.7231220014794113,1.1777501991033812,"[0.7231220014794113, 0.10081931572446867, 0.07665609128366667, 0.07715279061583456, 0]","[Client id: 16, ( id: 1, corrupt: False ), ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 97]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
26,13_1,Real,0.0023160734869349183,1.1821311515394932,"[0.0023160734869349183, 0.11376680162588708, 0.4914927361947162, 0.37455554023195486, 0]","[Client id: 13, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
27,43_1,Real,0.5244881606028451,1.2433579037277376,"[0.5244881606028451, 0.07117263619543615, 0.3292330819955328, 0.1184640249339232, 0]","[Client id: 43, ( id: 1, corrupt: False ), ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 42]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
28,99_1,Real,0.1022022177193816,1.244550794455619,"[0.1022022177193816, 0.040604155027510906, 0.10720444986304019, 0.7945399718456863, 0]","[Client id: 99, ( id: 3, corrupt: False ), ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 56]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29,21_3,Real,0.6985427409272624,1.2463191425029227,"[0.29442610171144584, 0.30646805108259567, 0.021069863100955363, 0.020238487392109157, 0]","[Client id: 21, ( id: 3, corrupt: False ), ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 20]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
30,31_2,Real,0.48758731097730584,1.2467006231962954,"[0.43165728442137424, 0.1353466946632052, 0.1902054994259236, 0.23356111812986063, 0]","[Client id: 31, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
31,82_2,Real,0.11685446445396588,1.2632492417651535,"[0.03801365603452633, 0.48527371295184857, 0.37050815292952227, 0.09061291142981671, 0]","[Client id: 82, ( id: 1, corrupt: False ), ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 9]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
32,76_2,Real,0.724111177438475,1.26652216335183,"[0.5562268857490181, 0.0709517796527866, 0.06789086613163553, 0.20356834012893282, 0]","[Client id: 76, ( id: 3, corrupt: False ), ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 61]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
33,47_2,Real,0.7138431818002218,1.268633118039197,"[0.6973809982740743, 0.10119678243500022, 0.1846181361721868, 0.06897501763178812, 0]","[Client id: 47, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 66]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
34,53_2,Real,0.9253202781398814,1.268968239694062,"[0.17187727212621626, 0.011904746844465382, 0.044522097138013604, 0.08722111757170156, 0]","[Client id: 53, ( id: 2, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 75]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
35,17_1,Real,0.10198539787693624,1.2694630151867263,"[0.10198539787693624, 0.2366418902040579, 0.25729177182807716, 0.4735439552776549, 0]","[Client id: 17, ( id: 2, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
36,7_2,Real,0.5167637468322349,1.2793500932721318,"[0.059366018190314805, 0.4950373390649358, 0.0608749260132873, 0.006674081361673776, 0]","[Client id: 7, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 70]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
37,66_1,Real,0.22360135542383963,1.2819500993480821,"[0.22360135542383963, 0.09918984525236325, 0.6439206178475708, 0.11523828082430851, 0]","[Client id: 66, ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 42]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38,91_1,Real,0.10257795717570567,1.3336228998304198,"[0.10257795717570567, 0.4346285384935482, 0.27734798521963366, 0.31906841894153226, 0]","[Client id: 91, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 48]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
39,94_2,Real,0.42754776956688123,1.351011707474105,"[0.1481765030931009, 0.26953806542668013, 0.022746625899487158, 0.43117924658105644, 0]","[Client id: 94, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
40,23_1,Real,0.3774167995029617,1.3589380443642365,"[0.3774167995029617, 0.670255993854172, 0.022567062168276905, 0.0886981888388256, 0]","[Client id: 23, ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
41,33_3,Real,0.2338508013837619,1.379404314551747,"[0.09892316479415324, 0.3746223799832616, 0.3643587729334148, 0.20657236025130857, 0]","[Client id: 33, ( id: 2, corrupt: False ), ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 51]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
42,92_4,Real,1.0004052862905828,1.3812900717054564,"[0.11401381521498795, 0.09606491145421275, 0.03360446981956161, 0.05121540414109899, 0]","[Client id: 92, ( id: 2, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 66]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
43,49_2,Real,0.845753793581074,1.4561609095160866,"[0.7449576037190424, 0.05677117231939461, 0.15766151386775407, 0.19597442974786353, 0]","[Client id: 49, ( id: 2, corrupt: False ), ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 66]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
44,60_1,Real,0.7566595818002361,1.4602687144391768,"[0.7566595818002361, 0.21135331400828253, 0.15044855180469646, 0.14180726682596156, 0]","[Client id: 60, ( id: 3, corrupt: False ), ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 31]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45,82_1,Real,0.07884080841943955,1.4733210177155829,"[0.07884080841943955, 0.36299432035610457, 0.478798958871097, 0.3526869300689415, 0]","[Client id: 82, ( id: 3, corrupt: False ), ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 29]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
46,92_1,Real,0.20978597479017466,1.4890998564792433,"[0.20978597479017466, 0.6854788045242313, 0.2684458841979326, 0.1253891929669047, 0]","[Client id: 92, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 86]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
47,88_3,Real,0.6480688567181049,1.493445905203716,"[0.2429112899801383, 0.5701814181482737, 0.05541259936550399, 0.01978303097183313, 0]","[Client id: 88, ( id: 3, corrupt: False ), ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 56]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
48,94_1,Real,0.27937126647378036,1.4962945802295506,"[0.27937126647378036, 0.07181090753776226, 0.07740738491832648, 0.8677050212996816, 0]","[Client id: 94, ( id: 3, corrupt: False ), ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 11]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49,6_1,Real,1.1029179975440848,1.5089724682864774,"[1.1029179975440848, 0.10486522219899201, 0.0490262561976445, 0.05216299234575574, 0]","[Client id: 6, ( id: 2, corrupt: False ), ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 87]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
50,39_2,Real,0.5976038931650339,1.510753312537889,"[0.42089101115604005, 0.08049001770691364, 0.3123894272835403, 0.3202699743824008, 0]","[Client id: 39, ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 48]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
51,24_1,Real,0.3721030851879148,1.5226041192264577,"[0.3721030851879148, 0.05964203256512438, 0.4578115675976233, 0.4330474338757951, 0]","[Client id: 24, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 7]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
52,15_3,Real,1.0124541730563414,1.5237005786215783,"[0.4022354586396657, 0.04869339431674367, 0.0873835071623725, 0.17516950408612064, 0]","[Client id: 15, ( id: 2, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 24]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53,38_1,Real,0.6999664258859934,1.5271117205340543,"[0.6999664258859934, 0.30409783804749124, 0.28788358910729916, 0.03516386749327044, 0]","[Client id: 38, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 86]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
54,65_1,Real,0.6107947069567891,1.5332273905839784,"[0.6107947069567891, 0.11655754404786835, 0.08817938873150385, 0.5176957508478168, 0]","[Client id: 65, ( id: 2, corrupt: False ), ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
